Year,Duration,Director Likes,num_voted_users,Cast Facebook Likes,Poster Faces,User Review Volume, Gross , Budget , GB Ratio ,IMDB Score,Aspect Ratio,Facebook Likes
2011,100,405,190030,4606,0,583,44667095,15000000,2.98,8,1.33,3000
2009,89,687,42182,12183,1,230,42638165,16000000,2.66,4.8,2.35,
2012,94,0,237848,27911,2,377,45507053,16000000,2.84,7.8,1.85,71000
2006,83,473,56269,26402,0,366,39511038,16000000,2.47,5.9,1.85,
2016,111,19,1449,824,0,30,6462576,18500000,0.35,5.4,2.35,0
2002,80,11,18254,3058,2,307,40363530,16000000,2.52,3.3,1.85,
2006,112,0,467234,1322,0,1083,37623143,13500000,2.79,8.2,1.85,27000
2001,94,14,7392,4194,0,53,33357476,35000000,0.95,5.4,1.85,
2001,130,309,9566,3107,2,81,28734552,16000000,1.80,6.4,1.85,1000
2011,91,26,29147,5349,1,115,37300107,16000000,2.33,4.8,2.35,
2001,91,29,41664,2543,0,205,27087695,17700000,1.53,5.9,1.85,0
1991,110,23,28736,874,2,72,30102717,15000000,2.01,5.5,1.85,
2007,121,1000,352695,485,1,687,23618786,8000000,2.95,7.9,2.35,17000
2008,114,15,16582,3485,4,125,26896744,16500000,1.63,4.9,1.85,
2008,96,11000,198111,19894,0,365,23213577,15500000,1.50,7.2,1.85,14000
2000,94,7,13661,3451,3,134,20627372,16000000,1.29,5.3,1.85,
2002,109,7,25549,2572,0,171,16346122,16000000,1.02,7.2,1.85,0
2009,107,45,92712,24805,1,294,16204793,16000000,1.01,5.1,1.85,
2000,96,22,11768,11078,0,148,15427192,16000000,0.96,5.6,1.85,492000
1987,88,11000,24256,1653,0,91,14792779,16000000,0.92,7.6,1.85,
2014,110,179,24854,15044,1,374,13998282,16000000,0.87,3.1,2.35,31000
2010,113,47,113963,22088,0,361,19057024,16000000,1.19,7.2,1.85,
2003,101,6,8215,1882,1,95,14108518,16000000,0.88,5.7,1.85,371000
1988,105,121,21079,14677,0,55,13854000,20000000,0.69,5.2,1.85,
1993,125,438,178731,33865,2,261,77324422,26000000,2.97,7.7,1.85,0
1999,100,9,51996,2389,0,302,15500000,16000000,0.97,7,2.35,
2000,112,28,8217,1227,0,123,4734235,15000000,0.32,6,1.85,573000
2002,112,11000,21613,12766,0,148,4839383,16000000,0.30,6.6,1.85,
1999,95,89,30682,2518,0,194,4193025,15000000,0.28,6.8,2.35,0
1986,110,85,98629,1852,1,316,5900000,16000000,0.37,7.2,1.85,
2007,118,369,24104,1889,1,88,2849142,16000000,0.18,7.2,2.35,0
1997,97,34,8687,3100,1,62,1686429,16000000,0.11,2.8,1.85,
2013,120,115,20616,11019,3,70,1984743,16000000,0.12,6.6,2.35,0
2005,135,133,5321,2096,0,78,1666262,16000000,0.10,6.7,1.66,
2013,101,0,92640,5056,0,212,2319187,20000000,0.12,7,2.35,23000
2004,92,29,18271,3935,9,150,13922211,16000000,0.87,4.4,1.85,
2008,92,6,5664,11091,1,42,23091,15000000,0.00,6.2,2.35,921000
2009,161,929,45449,943,0,192,336467,13000000,0.03,7.3,2.35,
2012,92,143,7444,3086,2,42,2964,16000000,0.00,5.1,1.78,0
2014,122,0,21370,2896,1,132,2428883,16000000,0.15,6.6,2.35,
2002,91,10,5312,3104,3,40,13571817,15600000,0.87,4.5,1.85,939000
2005,93,7,3299,4329,0,24,1181197,15500000,0.08,5.9,1.85,
2001,94,7,29392,303,1,91,81525,15300000,0.01,6.6,2.35,0
2006,95,571,61912,1120,0,352,7774730,15500000,0.50,6.5,1.85,
1984,105,102,126464,3464,1,175,234760500,14000000,16.77,7.3,1.85,0
1990,103,0,311075,7521,5,305,285761243,18000000,15.88,7.5,1.85,
1987,102,12000,36918,21499,4,42,167780960,11000000,15.25,5.9,1.85,3000
1982,116,521,77366,14701,1,194,177200000,22000000,8.05,7.4,2.35,
1986,110,12000,219171,13069,2,388,176781728,15000000,11.79,6.9,1.33,19000
2000,120,0,217740,129,3,1641,128067808,15000000,8.54,7.9,2.35,
1999,122,0,822500,19078,0,2715,130058047,15000000,8.67,8.4,2.35,22000
2010,118,0,503631,15732,0,636,138795342,15000000,9.25,8,1.85,
1988,107,425,87538,2151,1,79,111936400,15000000,7.46,6,1.85,0
2008,102,4,6723,30978,1,36,317040,15500000,0.02,6.8,2.35,
1985,154,14000,60988,2592,0,199,94175854,15000000,6.28,7.8,1.85,6000
2014,114,77,467613,20295,1,608,91121452,14000000,6.51,8.1,2.35,
1980,109,6,18140,2419,1,60,69800000,10000000,6.98,6.1,1.85,855000
2010,94,87,32002,20154,1,103,64001297,15000000,4.27,6.2,1.85,
2013,100,127,134869,1949,1,304,71588220,20000000,3.58,6.2,1.85,57000
1978,101,0,157857,4400,0,1191,47000000,300000,156.67,7.9,2.35,
1983,98,11000,71183,3617,1,183,61400000,15000000,4.09,7.4,1.85,0
2013,102,79,77724,1018,0,162,101978840,15000000,6.80,6.6,1.85,
2006,94,350,85333,486,0,421,56437947,9800000,5.76,7.3,1.85,0
1988,92,13000,189413,1953,3,306,73326666,15000000,4.89,7.5,1.85,
2007,113,0,9811,6510,8,100,55184721,15000000,3.68,5.6,1.85,1000
1994,115,44,36624,29370,4,132,50003300,15000000,3.33,7.3,1.85,
2012,95,43,139749,11946,0,509,54322273,17000000,3.20,6.4,2.35,29000
2006,87,165,34711,2452,0,468,47860214,15000000,3.19,5,2.35,
2002,88,189,29008,3707,1,99,47811275,15000000,3.19,5.4,1.85,896000
1997,97,272,67604,29252,0,218,43022524,15000000,2.87,7.1,1.85,
2003,94,13,27580,3423,1,172,42672630,17000000,2.51,5.3,2.35,0
2013,112,29,64747,15800,1,122,42919096,15000000,2.86,6.5,2.35,
2015,98,66,29867,4567,0,181,42592530,15000000,2.84,6.2,2.35,27000
1998,104,0,92074,12170,1,502,40064955,15000000,2.67,6.4,1.85,
1997,120,446,69576,40117,3,207,44886089,10000000,4.49,6.9,1.85,2000
2001,99,11,80305,15369,0,393,37882551,16000000,2.37,5.7,1.85,
2012,109,453,181025,27788,2,336,40983001,7000000,5.85,7.7,1.85,38000
2015,105,488,39782,44037,1,172,20991497,37000000,0.57,5.4,1.85,
2000,106,357,26846,26652,0,193,35007180,15000000,2.33,5.6,1.85,0
2014,123,120,265507,14100,0,388,35887263,15000000,2.39,7.7,2.35,
2003,86,14,15939,4435,3,87,34308901,16000000,2.14,5.1,2.35,0
2000,120,18,27044,22383,2,240,33771174,15000000,2.25,6.8,1.85,
1962,227,767,192775,1076,8,559,6000000,15000000,0.40,8.4,2.2,11000
2009,119,0,36372,3226,0,491,33386128,15000000,2.23,4.9,1.85,
2014,115,212,86664,4896,1,252,37877959,15000000,2.53,7.1,2.35,38000
2009,114,29,67822,3861,0,279,32721635,15000000,2.18,6.6,1.85,
2005,90,6,38248,2666,0,250,31585300,15000000,2.11,6.1,1.85,0
2002,94,28,26905,5440,5,614,30259652,15000000,2.02,4.1,2.35,
2010,106,255,229687,18003,0,637,163192114,125000000,1.31,5.8,2.35,15000
1987,98,0,294163,20060,0,718,30857814,16000000,1.93,8.1,1.85,
2007,126,18000,47626,22745,1,118,30226144,15000000,2.02,7.6,2.35,0
2011,100,0,431578,34337,0,1264,35054909,15000000,2.34,7.8,2.35,
2004,89,10,23408,2167,8,105,29302097,15000000,1.95,4.6,1.85,81000
1998,111,13,15582,1450,0,132,29106737,15000000,1.94,6,1.85,
2007,100,35,212167,11471,1,713,28637507,15000000,1.91,7,1.85,0
2014,115,49,12596,525,0,64,30127963,15000000,2.01,6.7,1.85,
2005,106,61,8427,3462,5,88,32645546,14000000,2.33,6.4,1.85,1000
2000,124,107,14322,5135,0,116,27441122,15000000,1.83,7.2,1.85,
1997,107,5,73347,2044,1,296,28014536,15000000,1.87,7.4,1.85,0
2009,99,3,33088,16461,3,143,33860010,15000000,2.26,4.8,1.85,
2000,90,31,28964,608,0,457,26421314,15000000,1.76,4,1.85,949000
1996,101,26,57140,1812,0,195,24881000,15000000,1.66,6.2,1.85,
2005,119,11000,166269,20391,3,735,23089926,15000000,1.54,7.7,1.85,0
2010,103,20,13874,1002,2,52,26161406,15000000,1.74,6.7,2.35,
1993,134,133,45703,12749,1,156,22954968,11500000,2.00,7.9,2.35,0
1997,155,0,189032,3677,15,560,26384919,15000000,1.76,7.9,2.35,
1993,94,11,17074,2210,0,55,22189039,15000000,1.48,5.5,1.85,466000
2006,95,15,6095,3845,0,76,20998709,15000000,1.40,6.2,2.35,
2007,89,7,49721,2559,0,211,20801344,15000000,1.39,5.1,2.35,0
2000,97,83,13048,2682,2,227,21468807,14000000,1.53,4.1,2.35,
2002,90,13,17983,2661,2,127,19158074,15000000,1.28,6.7,2.35,0
2006,92,8,27486,1045,1,284,18843314,20000000,0.94,4.7,1.85,
2016,100,10,15385,2958,2,84,20566327,15000000,1.37,6.4,2.35,0
2010,117,19,14814,4204,4,114,20218921,15000000,1.35,6.3,2.35,
1998,84,119,17328,4660,3,237,17411331,15000000,1.16,5.5,1.85,673000
2012,140,310,187170,34413,3,376,21383298,15000000,1.43,7.3,2.35,
2014,108,79,50056,3033,2,152,24984868,15000000,1.67,6.3,2.35,0
1999,109,11,13320,1069,1,415,16459004,15000000,1.10,4.9,2.35,
2008,131,0,332065,11114,0,876,15700000,15000000,1.05,7.6,1.85,16000
1984,114,73,22797,3444,1,96,15100000,15000000,1.01,6,2.35,
2012,97,181,111625,14025,1,369,14938570,15000000,1.00,6.2,2.35,2000
2014,122,210,57210,22574,3,158,17237244,15000000,1.15,6.8,2.35,
2001,87,374,39788,2689,1,619,14249005,15000000,0.95,4.5,1.85,0
2008,85,12,2037,568,0,22,12701880,15000000,0.85,5.7,1.85,
2000,101,36,16340,2764,1,355,12801190,15000000,0.85,4.6,2.35,356000
2006,121,16,4603,3633,4,91,12549485,15000000,0.84,6.2,2.35,
2011,107,92,106111,17627,0,181,13766014,15000000,0.92,7,2.35,49000
2009,111,0,55665,2633,1,118,13034417,15000000,0.87,6.9,2.35,
2003,97,164,30643,1172,3,144,12212417,15000000,0.81,6.7,2.35,622000
1999,97,745,9294,15209,2,140,11614236,15000000,0.77,5.6,1.37,
2004,125,34,9649,729,7,226,13337299,20000000,0.67,6.6,2.35,1000
1989,124,11000,13692,12685,0,55,10763469,15000000,0.72,6.4,1.85,
1998,76,9,2724,1139,0,53,11144518,15000000,0.74,2.8,1.85,436000
2012,107,561,53471,2377,3,224,15608545,15000000,1.04,5.4,2.35,
1998,91,23,7159,2913,2,88,10443316,15000000,0.70,5,1.85,247000
2000,96,4,7403,3142,1,162,10494147,15000000,0.70,5.1,1.85,
1985,142,0,152306,29475,0,513,9929000,15000000,0.66,8,1.85,16000
2004,103,80,22649,4676,0,212,10411980,15000000,0.69,5.9,2.35,
1998,117,0,537419,47728,1,1028,17439163,15000000,1.16,8.2,1.85,35000
2006,116,153,52421,5012,0,200,9396487,15000000,0.63,7,2.35,
2002,118,41,17261,1873,1,125,9059588,15000000,0.60,6.6,2.35,455000
2007,108,187,24150,12178,0,118,9172810,16000000,0.57,6.7,2.35,
2000,94,9,8055,13524,4,89,8735529,15000000,0.58,5.5,1.85,816000
2002,97,2,26598,3161,4,132,8586376,20000000,0.43,4.9,1.85,
2002,97,32,18966,16502,5,141,8378141,15000000,0.56,6.9,2.35,0
2006,91,6,6562,10732,0,66,8080116,15000000,0.54,5.6,1.85,
2008,107,454,307639,173,1,513,7757130,15000000,0.52,8,2.35,32000
2013,95,24,4065,3322,6,33,9123834,15000000,0.61,5.3,2.35,
2008,102,11,32311,33153,4,104,6409206,15000000,0.43,6.2,1.85,0
2009,88,96,11498,25637,1,53,6373693,15000000,0.42,5.3,1.85,
2012,106,835,30284,14544,1,102,7556708,15000000,0.50,6.6,1.85,1000
2009,92,11000,58967,2717,1,169,5306447,15000000,0.35,7.2,1.85,
2000,105,52,3668,2312,4,85,5217498,15000000,0.35,4.6,1.85,157000
2005,107,0,34194,1627,2,199,5023275,15000000,0.33,7.5,2.35,
1999,120,0,12601,51657,2,89,4956401,15000000,0.33,6.5,1.85,0
2005,103,1000,175962,23932,2,336,4235837,15000000,0.28,7.6,2.35,
1999,92,6,33745,3654,0,198,4002955,20000000,0.20,6.2,1.85,0
2001,147,0,235992,8484,1,1768,7219578,15000000,0.48,8,1.85,
2010,98,11000,36145,19310,0,108,3247816,22000000,0.15,6.3,1.85,0
2010,103,132,109873,12867,0,320,2412045,15000000,0.16,7.2,2.35,
2008,111,122,42792,1252,0,162,2203641,15000000,0.15,6.7,2.35,0
1986,98,70,4996,1351,0,62,1953732,15000000,0.13,5.3,2.35,
1999,111,0,5917,4834,0,71,1954202,15000000,0.13,6.3,2.35,391000
2007,111,0,69569,6748,0,436,1294640,15000000,0.09,6.5,1.85,
1927,145,756,111841,203,1,413,26435,6000000,0.00,8.3,1.33,12000
2004,84,180,55928,962,2,157,1197786,12000000,0.10,7.2,2.35,
1995,115,39,22345,14889,2,144,529766,7000000,0.08,6.8,1.85,0
2015,105,141,9427,1172,1,87,613556,15000000,0.04,6.4,1.37,
2001,98,34,20730,3578,1,111,353743,15000000,0.02,6.9,2.35,664000
2008,110,0,24570,134,0,72,102055,300000000,0.00,6.2,2.35,
2008,103,129,47574,18639,0,209,73548,15000000,0.00,6.1,2.35,0
2011,90,68,14280,32814,5,41,28870,15000000,0.00,5.1,2.35,
2001,105,24,2236,1732,1,40,22723,25000000,0.00,4.5,2.35,193000
2007,93,17,7519,1245,1,39,20380,15000000,0.00,5.9,1.85,
1993,101,11000,437418,15500,1,609,70906973,14600000,4.86,8.1,1.85,38000
2015,115,13,38202,38963,3,135,66009973,14800000,4.46,5.7,2.35,
1996,120,1000,167750,33791,2,506,46338728,14500000,3.20,6.8,2.35,1000
2010,111,15,12937,2140,2,73,7691700,10000000,0.77,7.5,2.35,
1992,131,16000,277505,28544,1,495,101157447,14400000,7.02,8.3,2.35,1000
2005,139,3000,18646,4211,1,81,74205,14200000,0.01,7.4,2.35,
2008,120,0,641997,820,0,1017,141319195,15000000,9.42,8,2.35,13000
1987,119,213,55101,1639,0,201,156645693,14000000,11.19,6.9,1.85,
1990,125,0,213476,11135,2,271,178406268,14000000,12.74,6.9,1.85,11000
1988,108,5,44096,717,1,62,109306210,15800000,6.92,5.5,2.35,
1989,145,0,76842,12098,0,173,70001698,14000000,5.00,7.2,2.35,4000
1993,98,226,69733,2496,1,97,68856263,15000000,4.59,6.9,1.85,
2009,101,71,45603,14159,0,268,51527787,15000000,3.44,5.5,1.85,0
2012,92,30,47169,2348,0,162,49122319,14000000,3.51,5.9,2.35,
2007,109,41,19505,3544,0,162,61356221,14000000,4.38,5.2,2.35,0
1977,123,43,76477,1326,2,275,46800000,14000000,3.34,7.1,2.35,
1998,99,9,47814,3500,4,426,38048637,14000000,2.72,5.5,2.35,0
1988,119,350,52846,35501,2,143,34700000,14000000,2.48,7.7,1.85,
1991,107,116,15730,552,1,31,34793160,14000000,2.49,6.7,1.85,0
1999,81,54,15047,10792,1,160,30628981,14000000,2.19,5,1.85,
2011,105,58,82327,12894,1,350,29959436,13000000,2.30,6.4,2.35,18000
2002,82,12,3135,49,0,78,25571351,14000000,1.83,6.6,1.85,
1993,109,309,8904,1620,0,31,27515786,14000000,1.97,5.9,1.85,0
2002,95,10,9693,1421,2,33,25482931,14000000,1.82,5.7,2.35,
1995,100,0,17262,2348,1,53,19900000,20000000,1.00,4.5,1.85,1000
2005,91,31,22207,1608,0,747,16298046,14000000,1.16,5,2.35,
2003,90,119,24038,3007,2,123,15549702,14000000,1.11,4.6,1.85,411000
2009,108,123,56338,41359,4,215,15483540,14000000,1.11,6.5,2.35,
2010,103,44,5721,3299,2,20,20246959,14000000,1.45,4.9,2.35,1000
1998,96,0,11729,6861,0,106,15062898,14000000,1.08,6,1.85,
1999,117,160,9323,1148,6,157,14348123,12000000,1.20,6.9,1.85,97000
1996,93,85,19805,2777,0,122,15171475,8500000,1.78,5.7,1.85,
1994,115,0,6011,3267,0,39,13640000,14000000,0.97,6.9,1.85,95000
2001,85,52,38985,3050,1,673,12610731,11000000,1.15,4.4,1.85,
2002,88,189,29008,3707,1,99,47811275,15000000,3.19,5.4,1.85,896000
2006,112,0,38142,13528,0,270,11204499,14000000,0.80,7,2.35,
2001,86,70,11693,2165,5,104,10397365,14000000,0.74,5.4,2.35,613000
2012,86,90,11233,3715,1,32,9402410,14000000,0.67,5.4,2.35,
2006,137,143,92781,15337,0,320,5459824,26000000,0.21,7.6,2.35,5000
2000,90,49,12519,12776,5,112,5108820,24000000,0.21,5.9,2.35,
1999,107,956,6782,10368,1,114,4741987,14000000,0.34,6.6,1.85,86000
2006,98,176,9334,678,3,59,4291965,14000000,0.31,6.7,2.35,
2001,84,12,7277,417,4,181,3100650,14000000,0.22,3.9,1.85,231000
1995,139,133,2427,446,1,27,2474000,14000000,0.18,5.7,1.85,
1978,127,109,524,17250,0,8,1000000,14000000,0.07,6.5,2.35,76000
2014,150,608,17933,390,0,165,3958500,8200000,0.48,6.8,2.35,
2002,132,333,11077,1429,2,55,274299,103000000,0.00,7.3,1.85,0
2008,115,168,11704,2243,0,36,183088,15000000,0.01,7,1.85,
2011,186,50,12053,14638,1,119,46495,14000000,0.00,6.5,1.85,0
2010,90,0,60460,4377,0,104,1752214,14000000,0.13,7.7,1.85,
2005,134,0,259837,39789,0,2254,83025853,14000000,5.93,7.7,1.85,13000
2014,101,473,167089,2690,0,491,190871240,125000000,1.53,5.9,2.35,
1995,97,143,123390,1724,1,248,56631572,12000000,4.72,6.8,1.85,0
2002,107,162,36542,2447,2,378,15854988,13500000,1.17,7.4,1.85,
2015,99,38,28159,4702,4,96,12282677,14000000,0.88,5.1,1.85,0
2000,124,133,44795,14726,1,314,7060876,13500000,0.52,7.4,1.85,
2012,110,454,185845,4757,7,284,14989761,15000000,1.00,7.2,2.35,52000
2004,178,101,248354,2334,0,564,5501940,13500000,0.41,8.3,1.85,
2004,125,448,64556,529,1,140,2086345,10000000,0.21,8.1,2.35,0
1987,121,272,98348,50141,1,131,123922370,13000000,9.53,7.3,1.85,
2010,100,26,912,2895,5,17,163591,13400000,0.01,3.6,1.78,52000
2011,115,209,74351,714,1,233,73000942,13000000,5.62,1.6,1.85,
2010,108,0,551363,38072,1,1140,106952327,13000000,8.23,8,2.35,16000
2014,117,294,182910,14160,0,630,58607007,100000000,0.59,6.2,2.35,
1974,220,0,790926,39960,1,650,57300000,13000000,4.41,9,1.85,14000
2001,112,49,47876,1307,0,320,91038276,13000000,7.00,6.1,1.85,
1988,99,212,36108,450,0,260,49369900,7000000,7.05,5.7,1.85,0
2016,109,36,6276,7833,0,55,61693523,13000000,4.75,6.8,1.85,
2000,83,8,116625,6454,2,469,46729374,13000000,3.59,5.5,1.37,0
1988,107,58,42614,1747,5,120,44726644,13000000,3.44,6.8,1.85,
2014,102,51,72803,20330,3,171,44134898,13000000,3.39,7.3,1.85,33000
2014,100,38,16979,2800,4,42,48637684,12500000,3.89,6.1,2.35,
1999,97,19,222099,37907,6,549,38176108,16000000,2.39,7.2,1.85,1000
2002,92,13,28805,12687,1,159,28972187,13000000,2.23,5.9,1.85,
1993,84,0,37611,12322,2,72,27979400,8200000,3.41,6.1,1.85,0
2016,86,174,12983,971,0,139,54257433,17000000,3.19,6.8,2.35,
2004,120,19,357579,12755,0,1100,23947,13000000,0.00,7.7,1.85,15000
2000,89,13,9285,2241,1,91,60008303,13000000,4.62,4.9,1.85,
2007,117,17,6528,6554,9,32,49121934,13000000,3.78,6.1,2.35,0
1999,97,84,19547,2936,2,168,27141959,18000000,1.51,2.5,1.85,
1998,91,6,24834,3353,5,168,27052167,13000000,2.08,6.1,1.85,934000
1996,100,15,7984,2486,1,42,26539321,13000000,2.04,5.9,1.85,
1990,72,5,31371,2646,0,166,28501605,13000000,2.19,5.7,1.85,0
2014,84,12,12676,2297,2,84,52543632,13200000,3.98,5.6,2.35,
2007,126,0,220475,5371,0,1066,25592632,18000000,1.42,7.2,1.85,2000
2015,108,232,289508,430,0,611,25440971,15000000,1.70,7.7,2.35,
1999,112,0,254404,1171,2,840,22858926,13000000,1.76,7.8,1.85,0
2001,90,7,4339,2815,2,31,22235901,6000000,3.71,6.1,1.85,
2014,91,13,15664,1921,0,149,38916903,13000000,2.99,5.8,1.85,0
2001,135,134,21406,6214,2,169,16929123,14000000,1.21,6.5,1.85,
2006,141,16000,132149,751,0,316,13753931,19000000,0.72,7.9,2.35,5000
2006,104,35,19707,27806,0,128,10996440,13000000,0.85,6.3,2.35,
2015,118,412,161288,2499,0,351,14677654,13000000,1.13,8.3,2.35,72000
1998,82,799,20033,1805,0,117,9975684,13000000,0.77,6.4,1.85,
1994,95,0,21212,3092,4,107,7881335,13000000,0.61,6.7,1.66,3000
1999,94,26,16059,31005,2,210,6241697,13000000,0.48,6.1,1.85,
1999,99,7,3116,6485,3,39,5871603,13000000,0.45,6,1.85,251000
1998,121,15,27675,6910,4,181,16574731,13000000,1.27,5.8,1.85,
2001,84,2,25541,18864,0,181,5002310,13000000,0.38,5.6,2.35,0
2001,93,16,21530,1775,1,159,4919896,13000000,0.38,6.1,2.35,
2013,93,24,60407,2730,0,84,25675765,13000000,1.98,5.9,2.35,11000
2006,120,107,63084,13208,0,123,4857376,13000000,0.37,7.3,1.85,
2007,112,37,18442,2417,1,59,3169424,13000000,0.24,6.8,2.35,689000
2013,107,80,28573,3004,2,87,18004225,13000000,1.38,5.7,2.35,
2000,112,83,4767,2389,1,69,3058380,100000000,0.03,7.3,2.35,186000
2009,96,460,56264,14372,2,166,3074838,11000000,0.28,6.3,1.85,
1996,91,150,1595,1679,3,19,2104000,13000000,0.16,5.9,1.85,69000
2009,105,260,88037,39473,0,201,28501651,26000000,1.10,7.1,2.35,
2006,125,0,28068,37606,2,108,1172769,13000000,0.09,7.1,1.85,0
2012,102,139,351274,13631,2,457,17738570,13000000,1.36,8,1.85,
1993,87,29,922,1139,1,23,1200000,3000000,0.40,5.1,1.85,17000
2006,118,41,14143,3474,4,102,1150403,13000000,0.09,7.1,1.85,
2000,115,187,5254,17104,4,92,403932,20000000,0.02,6.5,2.35,141000
2015,91,83,7199,7875,0,53,1712111,8495000,0.20,4.5,1.85,
2011,88,115,82331,2011,6,297,1024175,13000000,0.08,6.6,2.35,18000
2011,127,11000,31414,796,0,180,301305,13000000,0.02,4.3,2.35,
2013,94,122,88241,2812,0,266,51872378,13000000,3.99,6.7,1.85,23000
2002,90,0,5663,1483,0,106,28399192,13000000,2.18,5.4,2.35,
2009,102,43,77305,931,0,162,2035566,13000000,0.16,6.6,1.85,11000
2002,117,18000,26493,20456,0,159,21078145,12500000,1.69,7.3,2.35,
2002,109,97,14354,14347,1,139,14060950,12500000,1.12,6.9,1.85,0
1993,121,12000,163492,23602,3,460,12281500,13000000,0.94,8,2.35,
1992,100,164,75675,32288,1,365,10725228,12500000,0.86,7.8,2.35,0
2010,109,187,28483,1813,0,176,214966,13000000,0.02,6.1,2.35,
2009,101,10,24012,3142,2,126,11956207,16000000,0.75,5.1,2.35,0
2007,106,44,114762,34351,1,299,5949693,12000000,0.50,7.4,1.85,
2008,94,39,132386,156,0,398,9030581,12500000,0.72,7.8,1.85,38000
2000,140,3000,79330,2894,0,690,4157491,12800000,0.32,8,2.35,
1997,132,44,5648,2004,2,50,1508689,16000000,0.09,6.7,2.35,329000
1996,99,220,6921,3337,3,48,1227324,12500000,0.10,6.6,1.85,
2009,90,34,13371,2661,7,60,4360548,15000000,0.29,6.4,1.85,0
2010,105,20,165792,26233,1,392,26589953,10500000,2.53,6.7,1.85,
2010,108,60,14757,18739,5,51,1039869,15000000,0.07,6.2,2.35,0
1988,69,383,61753,1833,0,133,48092846,12500000,3.85,7.3,1.33,
2004,148,16,31943,1730,2,224,1110186,12800000,0.09,8.1,2.35,0
2009,118,50,2676,4270,0,33,1089445,12500000,0.09,7,2.35,
1973,132,607,284252,2466,0,1058,204565000,8000000,25.57,8,1.37,18000
1975,130,14000,412454,2047,0,962,260000000,8000000,32.50,8,2.35,
1999,95,80,315549,8134,6,789,101736215,11000000,9.25,7,1.85,0
2012,80,2,12029,6829,0,32,71442,9600000,0.01,7.9,1.85,
1986,94,23,39798,1044,1,69,79817937,25000000,3.19,5.9,1.85,0
2012,122,167,34579,5165,8,62,91547205,12000000,7.63,6.6,2.35,
2002,102,167,22147,2754,0,156,75074950,12000000,6.26,6.3,1.85,77000
1982,116,120,91414,16539,2,359,78900000,11000000,7.17,7.7,2.35,
1994,78,293,216486,2462,1,242,72217000,12000000,6.02,6.9,1.85,0
1983,114,139,71842,4537,0,152,79568000,12000000,6.63,7.1,1.85,
1985,112,608,66966,22479,1,175,65500000,12000000,5.46,7.4,1.85,0
2012,110,16,57996,146,0,349,70011073,12000000,5.83,6.5,2.35,
2006,104,98,90938,21380,0,271,65269010,12000000,5.44,6.5,2.35,0
1996,81,406,42892,17035,0,154,63071133,12000000,5.26,6.8,1.85,
1997,154,16000,239540,25522,5,462,39647595,12000000,3.30,7.5,1.85,0
2008,102,22,113918,4065,2,165,38087366,12000000,3.17,6.6,1.85,
2012,89,128,204327,2054,0,471,64572496,12000000,5.38,7.1,1.85,32000
1983,132,0,9503,914,1,68,30400000,12000000,2.53,6.6,1.85,
1981,103,0,45890,2730,0,177,42365600,5000000,8.47,7,1.85,0
2002,93,33,34219,1531,1,578,37188667,12000000,3.10,3.3,1.85,
2012,93,166,157051,2043,0,261,54724272,12000000,4.56,6.7,1.85,29000
2002,96,132,97938,52138,0,605,31597131,12000000,2.63,6.8,1.85,
2008,89,66,57446,140268,0,369,31691811,12000000,2.64,6,1.85,0
2008,92,0,44130,18765,1,156,31397498,12000000,2.62,5.4,2.35,
2004,97,4,5928,5006,5,49,31179516,12000000,2.60,4.3,2.35,243000
2001,93,58,42644,6105,2,102,31155435,12000000,2.60,6.2,1.85,
1992,89,53,33850,534,0,147,27281507,12000000,2.27,7.7,1.85,0
2006,144,258,470501,9125,1,2301,167007184,150000000,1.11,8,2.35,
2002,123,278,61651,7072,0,271,25776062,12000000,2.15,7.4,1.85,0
2012,93,4,12383,52,0,50,25240988,12000000,2.10,5.9,1.85,
2014,133,131,249688,10565,0,548,124868837,12000000,10.41,7.8,1.85,93000
1998,121,131,121676,14890,2,290,22905674,12000000,1.91,7.4,2.35,
