movie title,Year,color,duration,genre1,genre2,genre3,genre4,genre5,genre6,genre7,director_facebook_likes,actor_1_facebook_likes,actor_2_facebook_likes,actor_3_facebook_likes,num_voted_users,cast_total_facebook_likes,facenumber_in_poster,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,num_user_for_reviews,language,country,content_rating,gross,budget,Gross_to_Budget_Ratio,IMDB Score,aspect_ratio, Facebook Likes 
Wayne's World,1992,Color,94,Comedy,Music,,,,,,122,1000,619,617,114610,4263,2,basement,lead actor's first film,long hair,public access,title directed by female,176,English,USA,PG013,"$121,697,350 ","$20,000,000 ",6.08,7,1.85, -   
Jackass 3D,2010,Color,101,Action,Comedy,Documentary,,,,,79,608,362,218,47794,1787,1,full frontal male nudity,man wearing a jock strap,man wearing a thong,rear male nudity,stripped prison uniform,81,English,USA,R,"$117,224,271 ","$20,000,000 ",5.86,7.1,1.78, 942 
Jaws 2,1978,Color,131,Adventure,Horror,Thriller,,,,,82,813,366,85,51314,1520,0,great white shark,island,mayor,police chief,shark,265,English,USA,PG,"$102,922,376 ","$20,000,000 ",5.15,5.7,2.35, -   
Beverly Hills Chihuahua,2008,Color,91,Adventure,Comedy,Drama,Family,Romance,,,67,2000,641,597,17829,4729,1,chihuahua,german shepherd,mexico,potted plant,tijuana mexico,99,English,USA,PG,"$94,497,271 ","$20,000,000 ",4.72,3.7,2.35," 31,000 "
The Conjuring,2013,Color,112,Horror,Mystery,Thriller,,,,,0,6000,960,697,300110,9049,0,based on true story,farmhouse,paranormal investigator,rhode island,supernatural power,807,English,USA,R,"$137,387,272 ","$20,000,000 ",6.87,7.5,2.35," 6,000 "
Are We There Yet?,2005,Color,95,Adventure,Comedy,Family,Romance,,,,32,826,642,563,22679,3558,2,car fire,children,cockroach,independent film,new year,149,English,USA,PG,"$82,301,521 ","$32,000,000 ",2.57,4.6,1.85, -   
Tammy,2014,Color,100,Comedy,,,,,,,265,989,830,265,35965,2654,0,alcoholic,grandmother,highway travel,niagara falls,on the road,144,English,USA,R,"$84,518,155 ","$20,000,000 ",4.23,4.9,1.85, -   
Disturbia,2007,Color,105,Drama,Mystery,Thriller,,,,,154,884,617,501,186984,2287,0,binoculars,electronic tag,house arrest,neighbor,watching someone,491,English,USA,PG013,"$80,050,171 ","$20,000,000 ",4,6.9,1.85, 636 
School of Rock,2003,Color,108,Comedy,Music,,,,,,0,2000,931,487,210680,4403,1,battle of the bands,rock band,school teacher,substitute teacher,teacher,479,English,USA,PG013,"$81,257,845 ","$35,000,000 ",2.32,7.1,1.85, 90 
Mortal Kombat,1995,Color,101,Action,Adventure,Fantasy,Sci0Fi,Thriller,,,545,1000,1000,545,81783,3816,0,based on video game,island,mortal kombat,tournament,warrior,283,English,USA,PG013,"$70,360,285 ","$18,000,000 ",3.91,5.8,1.85, 200 
Wicker Park,2004,Color,114,Drama,Mystery,Romance,Thriller,,,,118,489,93,40,44979,679,0,flashback,flashback within a flashback,multiple perspectives,obsession,split screen,298,English,USA,PG013,"$12,831,121 ","$30,000,000 ",0.43,7,2.35," 24,000 "
White Chicks,2004,Color,109,Comedy,Crime,,,,,,322,1000,960,861,98794,6313,4,african american,crossdresser,fbi,undercover,vomiting,251,English,USA,PG013,"$69,148,997 ","$37,000,000 ",1.87,5.4,1.85, -   
The Descendants,2011,Color,115,Comedy,Drama,,,,,,729,8000,727,552,205284,9578,0,boating accident,daughters,father daughter relationship,hospital,marriage,439,English,USA,R,"$82,624,961 ","$20,000,000 ",4.13,7.3,2.35, 690 
Holes,2003, Black and White,117,Adventure,Comedy,Drama,Family,Mystery,,,99,596,265,165,58222,1293,0,bad luck,camp,curse,digging,hole,331,English,USA,PG,"$67,325,559 ","$20,000,000 ",3.37,7.1,1.85, -   
The Last Song,2010,Color,107,Drama,Family,Music,Romance,,,,30,742,360,318,62421,2341,1,beach,fire,love,pianist,summer,185,English,USA,PG,"$62,933,793 ","$20,000,000 ",3.15,5.8,2.35, 437 
12 Years a Slave,2013,Color,134,Biography,Drama,History,,,,,0,2000,660,500,439176,4251,0,racism,separation from family,social injustice,torture,whipping,695,English,USA,R,"$56,667,870 ","$20,000,000 ",2.83,8.1,2.35, -   
Drumline,2002,Color,118,Comedy,Drama,Music,Romance,,,,30,962,593,284,28649,2390,0,drumline,drummer,fish out of water,marching band,university,185,English,USA,PG013,"$56,398,162 ","$20,000,000 ",2.82,5.7,2.35," 27,000 "
Why Did I Get Married Too?,2010,Color,121,Comedy,Drama,Romance,,,,,0,2000,907,721,7664,6657,8,question mark in title,returning character killed off,sequel,six word title,writer director,68,English,USA,PG013,"$60,072,596 ","$20,000,000 ",3,4.4,1.85, -   
Edward Scissorhands,1990,Color,105,Fantasy,Romance,,,,,,13000,40000,967,658,357581,42330,0,creation,inventor,magical realism,scissors,suburb,588,English,USA,PG013,"$56,362,352 ","$20,000,000 ",2.82,7.9,1.85, -   
Me Before You,2016,Color,110,Drama,Romance,,,,,,17,11000,10000,418,44723,21852,0,accident,caretaker,economic hardship,quadriplegic,wheelchair,130,English,UK,PG013,"$56,154,094 ","$20,000,000 ",2.81,7.6,2.35," 37,000 "
Madea's Witness Protection,2012,Color,114,Comedy,Crime,Drama,,,,,0,982,618,582,7354,2753,5,critically bashed,culture shock,interracial relationship,madea series,ponzi scheme,50,English,USA,PG013,"$65,623,128 ","$20,000,000 ",3.28,4.8,1.85, -   
Bad Moms,2016,Color,100,Comedy,,,,,,,24,15000,1000,851,4654,18786,9,lesbian kiss,mom,pta,reference to mad max,scene during end credits,46,English,USA,R,"$55,461,307 ","$20,000,000 ",2.77,6.7,, -   
Date Movie,2006,Color,85,Comedy,Romance,,,,,,64,3000,869,729,50415,6539,0,female protagonist,greek,overweight,spoof,wedding planner,613,English,USA,PG013,"$48,546,578 ","$20,000,000 ",2.43,2.7,1.85," 3,000 "
Return to Never Land,2002,Color,72,Adventure,Animation,Family,Fantasy,,,,2,1000,677,434,13324,3402,1,1940s,gang that lives together,outlaw gang,rescue,sequel,79,English,USA,G,"$48,423,368 ","$20,000,000 ",2.42,5.8,1.66, -   
Selma,2014,Color,128,Biography,Drama,History,,,,,151,1000,1000,852,61114,3869,0,civil rights,courage,protest,selma alabama,u.s. politics,212,English,UK,PG013,"$52,066,000 ","$20,000,000 ",2.6,7.5,2.35, -   
The Jungle Book 2,2003,Color,72,Adventure,Animation,Family,Musical,,,,0,3000,455,384,11634,4480,0,dog,jungle,shot gun,tiger,village,58,English,USA,G,"$47,887,943 ","$20,000,000 ",2.39,5.4,1.85, -   
Boogeyman,2005,Color,89,Drama,Horror,Mystery,Thriller,,,,19,526,392,349,25960,1383,0,boogeyman,childhood,fear,hometown,uncle,389,English,USA,PG013,"$46,363,118 ","$20,000,000 ",2.32,4.1,1.85," 12,000 "
Premonition,2007,Color,96,Drama,Mystery,Thriller,,,,,9,826,626,107,62364,1825,0,car,car accident,housewife,sheriff,suburb,337,English,USA,PG013,"$47,852,604 ","$20,000,000 ",2.39,5.9,2.35, 891 
The Tigger Movie,2000,Color,77,Animation,Comedy,Drama,Family,Musical,,,25,304,253,16,13319,575,0,cartoon tiger,coming of age,tiger,tigger,title directed by female,53,English,USA,G,"$45,542,421 ","$30,000,000 ",1.52,6.3,1.78, -   
Max,2015,Color,111,Adventure,Family,,,,,,132,1000,465,455,18915,2851,0,afghanistan,death of marine,dog,dog adoption,man dog relationship,87,English,USA,PG,"$42,652,003 ","$20,000,000 ",2.13,6.8,2.35, -   
Epic Movie,2007,Color,93,Adventure,Comedy,,,,,,82,926,869,729,89687,4293,11,chocolate,chocolate factory,factory,orphan,student,666,English,USA,PG013,"$39,737,645 ","$20,000,000 ",1.99,2.3,1.85, 455 
Conan the Barbarian,1982,Color,129,Adventure,Fantasy,,,,,,468,919,691,183,113068,2024,0,actual animal killed,cult,evil sorcerer,gladiator,warlord,337,English,USA,R,"$37,567,440 ","$20,000,000 ",1.88,6.9,2.35," 15,000 "
Spotlight,2015,Color,128,Biography,Crime,Drama,History,,,,310,745,168,77,195333,1058,2,cover up,investigation,journalist,newspaper,sexual abuse,409,English,USA,R,"$44,988,180 ","$20,000,000 ",2.25,8.1,1.85, 204 
Lakeview Terrace,2008,Color,110,Crime,Drama,Thriller,,,,,119,1000,931,332,40469,2382,1,interracial couple,lapd,male nudity,neighbor,nudity,135,English,USA,PG013,"$39,263,506 ","$22,000,000 ",1.78,6.1,2.35, -   
The Grudge 2,2006,Color,137,Horror,Thriller,,,,,,70,4000,884,464,38658,5746,0,curse,ghost,haunted house,high school,schoolgirl,284,English,USA,PG013,"$39,143,839 ","$20,000,000 ",1.96,5,1.85, 876 
How Stella Got Her Groove Back,1998,Color,124,Comedy,Drama,Romance,,,,,8,508,270,232,5427,1660,1,female protagonist,jamaica,six word title,tragic event,vacation,51,English,USA,R,"$37,672,350 ","$20,000,000 ",1.88,5.5,1.85, 619 
Bill & Ted's Bogus Journey,1991,Color,93,Adventure,Comedy,Fantasy,Music,Sci0Fi,,,12,18000,769,636,49680,20188,2,battle of the bands,bill and ted,heaven,hell,robot,117,English,USA,PG,"$38,037,513 ","$20,000,000 ",1.9,6.2,1.85, -   
Man of the Year,2006,Color,115,Comedy,Drama,Romance,Thriller,,,,272,49000,2000,1000,28005,52571,1,campaign,election,president,presidential election,satire,236,English,USA,PG013,"$37,442,180 ","$20,000,000 ",1.87,6.2,2.35, 650 
The American,2010,Color,105,Crime,Drama,Thriller,,,,,210,978,191,101,79461,1454,1,ambush,assassin,priest,prostitute,sweden,463,English,USA,R,"$35,596,227 ","$20,000,000 ",1.78,6.3,2.35, 153 
Selena,1997,Color,127,Biography,Drama,Music,,,,,16,565,441,399,19126,1735,1,latin music,marriage,on tour,singer,tejano,155,English,USA,PG,"$35,422,828 ","$20,000,000 ",1.77,6.7,2.35, -   
Vampires Suck,2010,Color,82,Comedy,,,,,,,82,759,401,354,39095,2898,7,cat,friend,love,sheriff,teenager,187,English,USA,PG013,"$36,658,108 ","$20,000,000 ",1.83,3.5,1.85," 13,000 "
Babel,2006,Color,143,Drama,,,,,,,0,11000,119,51,243799,11248,3,american,destiny,mexican border,multiple perspectives,muslim,908,English,France,R,"$34,300,771 ","$25,000,000 ",1.37,7.5,1.85, -   
This Is Where I Leave You,2014,Color,103,Comedy,Drama,,,,,,189,2000,1000,949,54242,4662,8,brother sister relationship,childhood home,man child,sibling,vomiting,145,English,USA,R,"$34,290,142 ","$19,800,000 ",1.73,6.6,2.35, 839 
Doubt,2008,Color,104,Drama,Mystery,,,,,,53,22000,11000,652,99236,33903,0,boy,catholic,nun,priest,student,321,English,USA,PG013,"$33,422,556 ","$20,000,000 ",1.67,7.5,1.85, 408 
Team America: World Police,2004,Color,98,Action,Comedy,,,,,,406,860,523,406,136048,2609,5,actor,arab stereotype,broadway,terrorist,vomiting,700,English,USA,R,"$32,774,834 ","$30,000,000 ",1.09,7.2,2.35, 181 
Texas Chainsaw 3D,2013,Color,92,Horror,Thriller,,,,,,34,383,333,322,35131,1945,0,chainsaw,halloween,mansion,massacre,texas,255,English,USA,R,"$34,334,256 ","$11,000,000 ",3.12,4.8,2.35," 12,000 "
Copycat,1995,Color,123,Crime,Drama,Mystery,Thriller,,,,36,10000,1000,631,42315,12338,0,agoraphobia,copycat murder,detective,psychologist,serial killer,140,English,USA,R,"$32,051,917 ","$20,000,000 ",1.6,6.6,2.35," 13,000 "
Scary Movie 5,2013,Color,88,Comedy,,,,,,,92,31000,881,636,50337,34319,8,2010s,ape,ballet,psychic,supernatural,177,English,USA,PG013,"$32,014,289 ","$20,000,000 ",1.6,3.5,1.85," 26,000 "
Milk,2008,Color,128,Biography,Drama,History,,,,,835,11000,896,755,136673,13189,1,california,gay,gay activist,gay pickup,gay rights,281,English,USA,R,"$31,838,002 ","$20,000,000 ",1.59,7.6,1.85, -   
Risen,2016,Color,107,Action,Adventure,Drama,Mystery,,,,58,141,76,47,12276,389,2,biblical,crucifixion,judea,resurrection,roman soldier,117,English,USA,PG013,"$36,874,745 ","$20,000,000 ",1.84,6.3,2.35, -   
Ghost Ship,2002,Color,91,Horror,,,,,,,17,534,385,78,75920,1083,0,decapitation,ghost ship,passenger,severed head,torso cut in half,474,English,USA,R,"$30,079,316 ","$35,000,000 ",0.86,5.5,1.85," 17,000 "
A Very Harold & Kumar 3D Christmas,2011,Color,90,Adventure,Comedy,,,,,,12,786,651,587,55008,2462,4,christmas,christmas tree,fire,new york city,stoner,93,English,USA,R,"$35,033,759 ","$19,000,000 ",1.84,6.3,2.35, -   
Wild Things,1998,Color,115,Crime,Drama,Mystery,Thriller,,,,39,13000,481,254,90677,14275,3,erotic thriller,forbidden sex,lesbian sex,sex with a student,taboo sex,389,English,USA,R,"$29,753,944 ","$20,000,000 ",1.49,6.5,2.35, -   
The Debt,2010,Color,113,Drama,Thriller,,,,,,108,1000,100,22,55441,1136,3,east berlin,kiev ukraine,mossad,nazi,nazi war criminal,165,English,USA,R,"$31,146,570 ","$20,000,000 ",1.56,6.9,2.35, -   
High Fidelity,2000,Color,113,Comedy,Drama,Music,Romance,,,,350,1000,960,619,143137,3141,0,employer employee relationship,record store,store,thirty something,vinyl,602,English,UK,R,"$27,277,055 ","$20,000,000 ",1.36,7.6,1.85," 22,000 "
One Missed Call,2008,Color,87,Horror,Mystery,,,,,,2,741,297,270,26624,1834,1,death,lifting someone into the air,telephone,telephone call,voice mail,189,English,Japan,PG013,"$26,876,529 ","$27,000,000 ",1,3.9,1.85," 5,000 "
Eye for an Eye,1996,Color,101,Crime,Drama,Thriller,,,,,154,1000,816,497,9845,3174,1,justice,rape,self defense,support group,vigilante,77,English,USA,R,"$53,146,000 ","$20,000,000 ",2.66,6.1,1.85, -   
The Bank Job,2008,Color,111,Crime,Drama,Romance,Thriller,,,,79,26000,811,287,152247,27755,0,chase,heist,london england,mobster,safe deposit,189,English,UK,R,"$30,028,592 ","$20,000,000 ",1.5,7.3,2.35," 148,000 "
Eternal Sunshine of the Spotless Mind,2004,Color,108,Drama,Fantasy,Romance,Sci0Fi,,,,1000,14000,4000,1000,666937,19364,1,borderline personality disorder,loneliness,memory,playing against type,retrograde narrative,1514,English,USA,R,"$34,126,138 ","$20,000,000 ",1.71,8.3,1.85," 15,000 "
You Again,2010,Color,105,Comedy,Family,Romance,,,,,99,2000,938,518,41273,4813,6,dancing,dog,flight,hostility,travel,136,English,USA,PG,"$25,677,801 ","$20,000,000 ",1.28,5.8,2.35, -   
Street Kings,2008,Color,109,Action,Crime,Drama,Thriller,,,,453,18000,11000,2000,94892,33878,4,captain,lapd,murder,undercover cop,violence,189,English,USA,R,"$26,415,649 ","$20,000,000 ",1.32,6.8,2.35, -   
The World's End,2013,Color,109,Action,Comedy,Sci0Fi,,,,,1000,177,55,24,185587,278,6,alcoholic,doppelganger,group therapy,self mutilation,twin actresses for twin sisters,401,English,UK,R,"$26,003,149 ","$20,000,000 ",1.3,7,2.35, 638 
Nancy Drew,2007,Color,99,Comedy,Crime,Family,Mystery,Romance,Thriller,,26,720,669,650,15877,3327,5,chase,clue,detective,movie star,murder,102,English,USA,PG,"$25,584,685 ","$20,000,000 ",1.28,5.9,2.35, -   
Daybreakers,2009,Color,98,Action,Horror,Sci0Fi,Thriller,,,,35,125,37,16,105797,189,0,blood,rationing,vampire,vampire society,year 2019,281,English,Australia,R,"$29,975,979 ","$20,000,000 ",1.5,6.5,2.35, 153 
She's Out of My League,2010,Color,104,Comedy,Romance,,,,,,14,2000,934,756,101730,5707,1,airport,airport security,confidence,iphone,love,131,English,USA,R,"$31,584,722 ","$20,000,000 ",1.58,6.4,2.35, -   
Monte Carlo,2011,Color,109,Adventure,Comedy,Family,Romance,,,,15,3000,775,350,32951,4257,3,cell phone,hotel,misunderstanding,monte carlo,young woman,44,English,Hungary,PG,"$23,179,303 ","$20,000,000 ",1.16,5.8,1.85, -   
Stay Alive,2006,Color,75,Horror,Thriller,,,,,,19,1000,934,806,25870,3590,0,countess,game reality crossover,ghost,group of friends,tower,281,English,USA,PG013,"$23,078,294 ","$9,000,000 ",2.56,5.1,2.35," 1,000 "
Quigley Down Under,1990,Color,119,Action,Adventure,Drama,Romance,Western,,,23,25000,19000,748,15230,45841,1,aborigine,australian,australian aborigine,australian outback,rancher,97,English,Australia,PG013,"$21,413,105 ","$20,000,000 ",1.07,6.8,2.35, 376 
Alpha and Omega,2010,Color,90,Adventure,Animation,Comedy,Family,Romance,,,0,681,611,518,10986,2486,0,arranged marriage,geese,idaho,national park,park,84,English,USA,PG,"$25,077,977 ","$20,000,000 ",1.25,5.3,1.85, -   
The Covenant,2006,Color,97,Action,Fantasy,Horror,Thriller,,,,212,960,917,637,39541,3261,0,family secret,friendship between men,magic,supernatural power,teenager,334,English,USA,PG013,"$23,292,105 ","$20,000,000 ",1.16,5.3,2.35, -   
Shorts,2009,Color,89,Comedy,Family,Fantasy,,,,,0,87000,570,470,5332,88422,4,boy,family relationships,rock,twin,two headed person,37,English,USA,PG,"$20,916,309 ","$40,000,000 ",0.52,4.9,1.85, -   
To Die For,1995,Color,106,Comedy,Crime,Drama,,,,,835,1000,967,458,34774,3598,0,career,fame,murder,new hampshire,television,162,English,USA,R,"$21,200,000 ","$20,000,000 ",1.06,6.8,1.85, -   
Nerve,2016,Color,96,Adventure,Crime,Mystery,Sci0Fi,Thriller,,,24,646,441,374,4303,1780,0,dare,game,knocked out,motorcycle,online game,35,English,USA,PG013,"$28,876,924 ","$20,000,000 ",1.44,7.1,, -   
Vampires,1998,Color,104,Action,Horror,Thriller,,,,,0,2000,1000,877,42664,5123,0,cross,relic,team,vampire,vampire hunter,403,English,USA,R,"$20,241,395 ","$20,000,000 ",1.01,6.1,2.35, -   
Psycho,1960, Black and White,108,Horror,Mystery,Thriller,,,,,13000,606,332,285,422432,1885,2,money,motel,rain,shower,theft,1040,English,USA,R,"$32,000,000 ","$806,947 ",39.66,8.5,1.85, 532 
My Best Friend's Girl,2008,Color,112,Comedy,Romance,,,,,,41,1000,500,490,36983,3301,3,breasts,female rear nudity,jesus crust pizza parlor,thong panties,wedding,100,English,USA,R,"$19,151,864 ","$40,000,000 ",0.48,5.9,1.85, 767 
Endless Love,2014,Color,104,Drama,Romance,,,,,,19,15000,989,942,31323,18760,0,brother sister relationship,high school graduation,love,sparkler,unfaithful husband,76,English,USA,PG013,"$23,393,765 ","$20,000,000 ",1.17,6.3,2.35, 765 
Georgia Rule,2007,Color,113,Comedy,Drama,,,,,,0,995,975,949,20539,4039,3,alcoholic,rules,secret,summer,teenager,125,English,USA,R,"$18,882,880 ","$20,000,000 ",0.94,5.9,2.35," 11,000 "
Under the Rainbow,1981,Color,98,Comedy,,,,,,,15,691,374,281,2061,1761,0,assassin,hotel,japanese tourist,secret service,wizard of oz,34,English,USA,PG,"$8,500,000 ","$20,000,000 ",0.43,5.4,1.78," 13,000 "
Simon Birch,1998,Color,114,Comedy,Drama,Family,,,,,160,1000,367,271,18366,1816,2,boy,christmas,christmas pageant,friendship,illegitimate son,219,English,USA,PG,"$18,252,684 ","$30,000,000 ",0.61,6.9,1.85," 18,000 "
Reign Over Me,2007,Color,124,Drama,,,,,,,57,11000,3000,905,83786,17050,2,college,depression,grief,mental breakdown,post september 11 2001,231,English,USA,R,"$19,661,987 ","$20,000,000 ",0.98,7.5,2.35, -   
Into the Wild,2007,Color,148,Adventure,Biography,Drama,,,,,0,17000,882,826,426359,18752,0,alaska,based on true story,male nudity,self discovery,wilderness,760,English,USA,R,"$18,352,454 ","$15,000,000 ",1.22,8.2,2.35, -   
School for Scoundrels,2006,Color,108,Comedy,,,,,,,480,970,931,579,26100,4374,1,paintball,paintball gun,pepper spray,tennis,what happened to epilogue,97,English,USA,PG013,"$17,803,796 ","$20,000,000 ",0.89,5.9,2.35, -   
Silent Hill: Revelation 3D,2012,Color,95,Adventure,Drama,Horror,Mystery,Thriller,,,83,991,494,206,49888,2173,0,18th birthday,alternate reality,introduction,nightmare,on the run,220,English,France,R,"$17,529,157 ","$20,000,000 ",0.88,5,2.35, -   
From Dusk Till Dawn,1996,Color,108,Crime,Fantasy,Horror,,,,,0,16000,4000,844,219091,23296,2,brother,human versus vampire,rapist,stripper,vampire,592,English,USA,R,"$25,753,840 ","$19,000,000 ",1.36,7.3,1.85, -   
Pooh's Heffalump Movie,2005,Color,68,Animation,Family,Fantasy,Mystery,,,,0,304,286,253,4180,861,0,creature,forest,mother son relationship,rabbit,winnie the pooh,32,English,USA,G,"$18,081,626 ","$20,000,000 ",0.9,6.4,1.85, -   
Home for the Holidays,1995,Color,103,Comedy,Drama,Romance,,,,,0,21000,1000,801,9105,25263,1,dinner,gay interest,gay sibling,homosexual,thanksgiving,76,English,USA,PG013,"$17,518,220 ","$20,000,000 ",0.88,6.6,1.85," 1,000 "
Kung Fu Hustle,2004,Color,99,Action,Comedy,Crime,Fantasy,,,,0,264,62,59,99353,537,1,1940s,axe,china,gang,sign language,354,Cantonese,Hong Kong,R,"$17,104,669 ","$20,000,000 ",0.86,7.8,2.35," 12,000 "
The Country Bears,2002,Color,88,Comedy,Family,Music,Musical,,,,0,3000,968,939,3875,8189,1,animal in title,bear,box office flop,disney,satire,75,English,USA,G,"$16,988,996 ","$35,000,000 ",0.49,4,1.85," 55,000 "
The Kite Runner,2007,Color,128,Drama,,,,,,,395,283,206,161,68119,904,0,afghanistan,based on novel,boy,friend,kite,230,Dari,USA,PG013,"$15,797,907 ","$20,000,000 ",0.79,7.6,2.35, -   
21 Grams,2003,Color,124,Drama,,,,,,,0,6000,979,430,189683,7567,0,accident,faith,love,mathematician,nonlinear timeline,559,English,USA,R,"$16,248,701 ","$20,000,000 ",0.81,7.7,1.85," 15,000 "
Paparazzi,2004,Color,84,Action,Crime,Drama,Thriller,,,,2,787,555,472,13210,2915,0,actor,coma,movie star,paparazzi,revenge,138,English,USA,PG013,"$15,712,072 ","$20,000,000 ",0.79,5.8,2.35," 15,000 "
Twilight,2008,Color,122,Drama,Fantasy,Romance,,,,,308,17000,12000,10000,348010,44061,1,blood,high school,love,school,vampire,1535,English,USA,PG013,"$191,449,475 ","$37,000,000 ",5.17,5.2,2.35, -   
A Guy Thing,2003,Color,101,Comedy,Romance,,,,,,13,651,555,499,14147,2698,3,bachelor party,climbing a tree,taxi,toilet,wedding,92,English,USA,PG013,"$15,408,822 ","$20,000,000 ",0.77,5.6,1.85, -   
Loser,2000,Color,98,Comedy,Romance,,,,,,143,302,216,153,23076,1189,2,college,loser,love,new york city,overdose,158,English,USA,PG013,"$15,464,026 ","$20,000,000 ",0.77,5.3,1.85, -   
The Greatest Story Ever Told,1965,Color,225,Biography,Drama,History,,,,,126,940,208,202,6484,1934,6,70mm film,biblical epic,faith,jewish,king herod,100,English,USA,G,"$8,000,000 ","$20,000,000 ",0.4,6.6,2.76," 2,000 "
