movie title,color,genre1,genre2,genre3,genre4,genre5,genre6,genre7,plot_keyword1,plot_keyword2,plot_keyword3,plot_keyword4,plot_keyword5,language,country,content_rating,IMDB Score
Shanghai Surprise,Color,Adventure,Crime,Drama,Romance,,,,china,missionary,opium,villain,year 1937,English,UK,PG013,3
The Illusionist,Color,Drama,Mystery,Romance,Thriller,,,,duchess,illusionist,magician,prince,supernatural power,English,USA,PG013,7.6
Roar,Color,Adventure,Horror,Thriller,,,,,chase,dead man,jungle,killing a lion,killing a tiger,English,USA,PG,6.4
Veronica Guerin,Color,Biography,Crime,Drama,Thriller,,,,criminal,drug lord,gunshot,irish,journalist,English,Ireland,R,6.9
Escobar: Paradise Lost,Color,Crime,Drama,Romance,Thriller,,,,colombia,dream,love,surfer,village,English,France,R,6.6
Southland Tales,Color,Comedy,Mystery,Sci0Fi,Thriller,,,,amnesia,boxer,conspiracy,police,porn star,English,France,R,5.5
The Apparition,Color,Horror,Thriller,,,,,,e mail,evil spirit,experiment,fear,supernatural,English,USA,PG013,4.1
My Girl,Color,Comedy,Drama,Family,Romance,,,,best friend,funeral,girl,overalls,summer,English,USA,PG013,6.8
Fur: An Imaginary Portrait of Diane Arbus,Color,Biography,Drama,Romance,,,,,character name in title,diane arbus,male full frontal nudity,photographer,pubic hair,English,USA,R,6.5
The Illusionist,Color,Drama,Mystery,Romance,Thriller,,,,duchess,illusionist,magician,prince,supernatural power,English,USA,PG013,7.6
Wall Street,Color,Crime,Drama,,,,,,1980s,argument,critique of capitalism,f word,fired from the job,English,USA,R,7.4
Sense and Sensibility,Color,Drama,Romance,,,,,,1810s,female protagonist,horseback riding,inheritance,three word title,English,USA,PG,7.7
Becoming Jane,Color,Biography,Drama,Romance,,,,,country estate,jane austen,lady,love,writing,English,UK,PG,7.1
Sydney White,Color,Comedy,Romance,,,,,,college,college girl,female protagonist,sorority,sorority house,English,USA,PG013,6.3
House of Sand and Fog,Color,Drama,,,,,,,auction,home,house,iranian,marriage,English,USA,R,7.6
Dead Poets Society,Color,Comedy,Drama,,,,,,education,english teacher,poet,professor,student,English,USA,PG,8
Dumb & Dumber,Color,Comedy,,,,,,,briefcase full of money,character repeating someone else's dialogue,character says i love you,friendship,reference to cinderella,English,USA,PG013,7.3
When Harry Met Sally...,Color,Comedy,Drama,Romance,,,,,friendship,love,male female friendship,new york,sex,English,USA,R,7.6
The Verdict,Color,Drama,,,,,,,archdiocese,court,hospital,lawyer,malpractice,English,USA,R,7.8
Road Trip,Color,Comedy,,,,,,,blonde,college,friend,highway travel,road trip,English,USA,R,6.5
Varsity Blues,Color,Comedy,Drama,Romance,Sport,,,,coach,coyote,popularity,quarterback,texas,English,USA,R,6.4
The Artist, Black and White,Comedy,Drama,Romance,,,,,1920s,jack russell terrier,modern silent movie,movie star,movie studio,English,France,PG013,8
The Unborn,Color,Drama,Fantasy,Horror,Mystery,Thriller,,,babysitting,experiment,nightmare,possession,twin,English,USA,PG013,4.8
Moonrise Kingdom,Color,Adventure,Comedy,Drama,Romance,,,,1960s,boy scouts,boy scouts camp,coming of age,young love,English,USA,PG013,7.8
The Texas Chainsaw Massacre: The Beginning,Color,Horror,,,,,,,cannibal,car accident,leatherface,psychopath,slaughterhouse,English,USA,R,5.9
The Young Messiah,Color,Drama,,,,,,,based on novel,,,,,English,USA,PG013,5.4
The Master of Disguise,Color,Comedy,Family,,,,,,disguise,mask,master of disguise,restaurant,waiter,English,USA,PG,3.3
Pan's Labyrinth,Color,Drama,Fantasy,War,,,,,fairy,fairy tale,faun,princess,spain,Spanish,Spain,R,8.2
See Spot Run,Color,Action,Comedy,Crime,Family,,,,boy,fbi,mailman,van,witness protection,English,USA,PG,5.4
Baby Boy, Black and White,Crime,Drama,Romance,Thriller,,,,cartoon on tv,family relationships,physical abuse,single parent,two word title,English,USA,R,6.4
The Roommate,Color,Drama,Horror,Thriller,,,,,animal abuse(non graphic),cat killer,college,dead cat,death of cat,English,USA,PG013,4.8
Joe Dirt,Color,Adventure,Comedy,Drama,,,,,first part,grand canyon,highway travel,indian,janitor,English,USA,PG013,5.9
Double Impact,Color,Action,Crime,,,,,,boat,hong kong,murder,tunnel,twins,English,USA,R,5.5
Hot Fuzz,Color,Action,Comedy,Mystery,,,,,accident,conspiracy,police,police officer,village,English,UK,R,7.9
The Women,Color,Comedy,Drama,,,,,,beauty salon,divorce,fashion,new york,perfume,English,USA,PG013,4.9
Vicky Cristina Barcelona,Color,Drama,Romance,,,,,,art,artist,painter,sex,summer,English,Spain,PG013,7.2
Bad Moms,Color,Comedy,,,,,,,lesbian kiss,mom,pta,reference to mad max,scene during end credits,English,USA,R,6.7
Boys and Girls,Color,Comedy,Drama,Romance,,,,,best friend,break up,friendship,graduation,male in underwear,English,USA,PG013,5.3
White Oleander,Color,Drama,,,,,,,california,foster home,love,oleander,prison,English,USA,PG013,7.2
Jennifer's Body,Color,Comedy,Fantasy,Horror,,,,,cannibalism,cheerleader,condom,hook for hand,satanic ritual,English,USA,R,5.1
Drowning Mona,Color,Comedy,Crime,Mystery,,,,,crying woman,plot,suspect,waitress,younger man older woman relationship,English,USA,PG013,5.6
Radio Days,Color,Comedy,,,,,,,beach,cigarette girl,radio,woman holding a baby,working class,English,USA,PG,7.6
Left Behind,Color,Action,Drama,Fantasy,Mystery,Thriller,,,bible quote,chaos,faith,riot,shrine,English,USA,PG013,3.1
Remember Me,Color,Drama,Romance,,,,,,binge drinking,new york,new york city,september 11 2001,suicide,English,USA,PG013,7.2
How to Deal,Color,Comedy,Drama,Romance,,,,,best friend,high school,mother,sister,wedding,English,USA,PG013,5.7
My Stepmother Is an Alien,Color,Comedy,Romance,Sci0Fi,,,,,alien,earth,female alien,mission,secret,English,USA,PG013,5.2
Philadelphia,Color,Drama,,,,,,,aids,city name in title,gay,homophobia,lawyer,English,USA,PG013,7.7
The Thirteenth Floor,Color,Mystery,Sci0Fi,Thriller,,,,,amnesia,barricade,letter,time,virtual reality,English,Germany,R,7
Duets,Color,Comedy,Drama,Music,,,,,convict,karaoke,middle america,salesman,singer,English,USA,R,6
Hollywood Ending,Color,Comedy,Romance,,,,,,blind,director,psychosomatic blindness,self deprecating,studio,English,USA,PG013,6.6
Detroit Rock City,Color,Comedy,Music,,,,,,band,concert,high school,kiss,teenager,English,USA,R,6.8
Highlander,Color,Action,Adventure,Fantasy,,,,,combat,head cut off,immortal,scotland,swordsman,English,UK,R,7.2
Things We Lost in the Fire,Color,Drama,,,,,,,best friend,dinner,garage,narcotics anonymous,recovery,English,USA,R,7.2
Steel,Color,Action,Crime,Sci0Fi,,,,,fight,gang,junkyard,military,soldier,English,USA,PG013,2.8
The Immigrant,Color,Drama,Romance,,,,,,immigrant,immigration,magician,money,prostitution,English,USA,R,6.6
The White Countess,Color,Drama,History,Romance,War,,,,countess,diplomat,japanese,russian,shanghai,English,UK,PG013,6.7
Trance,Color,Crime,Drama,Mystery,Thriller,,,,amnesia,criminal,heist,hypnotherapy,lost painting,English,UK,R,7
Soul Plane,Color,Comedy,,,,,,,airline,airplane,bathroom,sex,toilet,English,USA,R,4.4
Good,Color,Drama,Romance,War,,,,,censorship,children,corpse,heil hitler,suffering,English,UK,R,6.2
Enter the Void,Color,Drama,Fantasy,,,,,,drug deal,drugs,explicit sex,love,stripper,English,France,Not Rated,7.3
Vamps,Color,Comedy,Horror,Romance,,,,,murder,new york city,one word title,vampire,vampire slayer,English,USA,PG013,5.1
The Homesman,Color,Drama,Western,,,,,,abusive marriage,pastor,prison wagon,roast pig,suicide by hanging,English,USA,R,6.6
Juwanna Mann,Color,Comedy,Drama,Romance,Sport,,,,basketball,dodge viper,hit in the crotch,male nudity,the star spangled banner,English,USA,PG013,4.5
Slow Burn,Color,Drama,Mystery,Thriller,,,,,district attorney,interview,murder,prosecutor,reporter,English,USA,R,5.9
Wasabi,Color,Action,Comedy,Crime,Drama,Thriller,,,french,inheritance,japan,letter,police detective hero,French,France,R,6.6
Slither,Color,Comedy,Horror,Sci0Fi,,,,,alien,b movie,sex,slug,small town,English,Canada,R,6.5
Beverly Hills Cop,Color,Action,Comedy,Crime,,,,,drug dealer,drugs,murder,police brutality,police shootout,English,USA,R,7.3
Home Alone,Color,Comedy,Family,,,,,,airport,child protagonist,child swearing,christmas,home alone,English,USA,PG,7.5
3 Men and a Baby,Color,Comedy,Drama,Family,,,,,1980s,baby,heroin,package,questioned by police,English,USA,PG,5.9
Tootsie,Color,Comedy,Drama,Romance,,,,,actor,actress,friend,love,reputation,English,USA,PG,7.4
Top Gun,Color,Action,Drama,Romance,,,,,flying,gay subtext,machismo,male objectification,pilot,English,USA,PG,6.9
"Crouching Tiger, Hidden Dragon",Color,Action,Drama,Romance,,,,,bare midriff,china,magical realism,martial arts,sword,Mandarin,Taiwan,PG013,7.9
American Beauty,Color,Drama,,,,,,,domestic violence,drug dealer,homosexuality,midlife crisis,unfaithfulness,English,USA,R,8.4
The King's Speech,Color,Biography,Drama,History,Romance,,,,king,king george vi,speech,speech therapist,throne,English,UK,R,8
Twins,Color,Comedy,Crime,,,,,,bare chested male,brother,catholic orphanage,long lost siblings,twins,English,USA,PG,6
The Yellow Handkerchief,Color,Drama,Romance,,,,,,louisiana,overalls,road trip,southern u.s.,teenage boy,English,USA,PG013,6.8
The Color Purple,Color,Drama,,,,,,,book strap,girl,racial discrimination,racial tension,stereotype,English,USA,PG013,7.8
The Imitation Game,Color,Biography,Drama,Thriller,War,,,,crossword puzzle,cryptography,enigma code,gay lead character,world war two,English,UK,PG013,8.1
Private Benjamin,Color,Comedy,War,,,,,,camera shot of feet,female stockinged feet,loss of husband,pantyhose,suntan pantyhose,English,USA,R,6.1
Diary of a Wimpy Kid,Color,Comedy,Family,,,,,,cheese,diary,friend,middle school,school,English,USA,PG,6.2
Mama,Color,Fantasy,Horror,,,,,,aunt,children,death of sister,forest,hiding in a closet,English,Canada,PG013,6.2
Halloween,Color,Horror,Thriller,,,,,,halloween,masked killer,michael myers,slasher,trick or treat,English,USA,R,7.9
National Lampoon's Vacation,Color,Adventure,Comedy,,,,,,amusement park,dog,family vacation,national lampoon series,vacation,English,USA,R,7.4
Bad Grandpa,Color,Comedy,,,,,,,child beauty pageant,grandson,hidden camera,jackass,road trip,English,USA,R,6.6
The Queen,Color,Biography,Drama,,,,,,monarchy,prime minister,princess diana,queen,speech,English,UK,PG013,7.3
Beetlejuice,Color,Comedy,Fantasy,,,,,,attic,ghost,surrealism,teenage girl,yuppie,English,USA,PG,7.5
Why Did I Get Married?,Color,Comedy,Drama,,,,,,marriage,overweight,psychologist,secret,work,English,USA,PG013,5.6
Little Women,Color,Drama,Family,Romance,,,,,civil war,female protagonist,post civil war,reference to friedrich schiller,u.s. civil war,English,USA,PG,7.3
The Woman in Black,Color,Drama,Fantasy,Horror,Thriller,,,,afterlife,baby boy,bird in a cage,ghost,reunited family,English,UK,PG013,6.4
When a Stranger Calls,Color,Horror,Thriller,,,,,,babysitting,cell phone,high school,nightmare,teenager,English,USA,PG013,5
Big Fat Liar,Color,Adventure,Comedy,Family,,,,,brunette,film producer,liar,prank,stunt,English,USA,PG,5.4
Wag the Dog,Color,Comedy,Drama,,,,,,death,election,hollywood,president,scandal,English,USA,R,7.1
The Lizzie McGuire Movie,Color,Adventure,Comedy,Family,Music,Romance,,,best friend,roma,singer,spaghetti,teenager,English,USA,PG,5.3
Snitch,Color,Action,Drama,Thriller,,,,,cigarette smoking,dea,drugs,inspired by true events,undercover,English,USA,PG013,6.5
Krampus,Color,Comedy,Fantasy,Horror,,,,,christmas,german,holiday,krampus,santa claus,English,USA,PG013,6.2
The Faculty,Color,Horror,Mystery,Sci0Fi,,,,,alien,high school,ohio,photographer,water,English,USA,R,6.4
Cop Land,Color,Crime,Drama,Thriller,,,,,corruption,faked death,falling off a roof,internal affairs,nypd,English,USA,R,6.9
Not Another Teen Movie,Color,Comedy,,,,,,,cheerleader,foreign exchange student,incestuous desire,incestuous kiss,prom,English,USA,R,5.7
End of Watch,Color,Crime,Drama,Thriller,,,,,lapd,police,police officer,south central los angeles,street gang,English,USA,R,7.7
Aloha,Color,Comedy,Drama,Romance,,,,,box office flop,critically bashed,hawaii,one word title,written by director,English,USA,PG013,5.4
The Skulls,Color,Action,Crime,Drama,Thriller,,,,college,friend,ivy league,secret society,suicide,English,USA,PG013,5.6
The Theory of Everything,Color,Biography,Drama,Romance,,,,,based on memoir,cambridge university,husband wife relationship,lou gehrig's disease,physicist,English,UK,PG013,7.7
Malibu's Most Wanted,Color,Comedy,Crime,,,,,,los angeles california,person in car trunk,racial impersonation,south asian,street gang,English,USA,PG013,5.1
Where the Heart Is,Color,Comedy,Drama,Romance,,,,,birth,oklahoma,photographer,tennessee,wal mart,English,USA,PG013,6.8
Lawrence of Arabia,Color,Adventure,Biography,Drama,History,War,,,arab,british military,desert,ottoman empire,t.e. lawrence,English,UK,PG,8.4
Halloween II,Color,Horror,,,,,,,halloween,hospital,michael myers,rampage,vomiting,English,USA,R,4.9
Wild,Color,Adventure,Biography,Drama,,,,,female protagonist,grief,hiking,loss of mother,mother daughter relationship,English,USA,R,7.1
The Last House on the Left,Color,Crime,Horror,Thriller,,,,,kidnapping,lake,microwave oven,psychopath,woods,English,USA,R,6.6
The Wedding Date,Color,Comedy,Romance,,,,,,chick flick,escort,male escort,wedding,wedding date,English,USA,PG013,6.1
Halloween: Resurrection,Color,Comedy,Horror,Thriller,,,,,cult film,halloween,killer,michael myers,serial killer,English,USA,R,4.1
Clash of the Titans,Color,Action,Adventure,Fantasy,,,,,famous line,hand to hand combat,kraken,rape,zeus,English,USA,PG013,5.8
The Princess Bride,Color,Adventure,Family,Fantasy,Romance,,,,fairy tale,giant,pirate,princess,true love,English,USA,PG,8.1
The Great Debaters,Color,Biography,Drama,,,,,,college,debate,student,texas,wiley college,English,USA,PG013,7.6
Drive,Color,Crime,Drama,,,,,,kissing in an elevator,mythical hero,neo noir,protective male,silent protagonist,English,USA,R,7.8
Confessions of a Teenage Drama Queen,Color,Comedy,Family,Music,Romance,,,,band,friend,new york city,suburb,teenager,English,Germany,PG,4.6
The Object of My Affection,Color,Comedy,Drama,Romance,,,,,baby,dancing,gay,name calling,penis slur,English,USA,R,6
28 Weeks Later,Color,Drama,Horror,Sci0Fi,,,,,paris france,rage,sniper,u.s. army,zombie apocalypse,English,UK,R,7
When the Game Stands Tall,Color,Drama,Family,Sport,,,,,coach,high school football,,,,English,USA,PG,6.7
Because of Winn0Dixie,Color,Comedy,Drama,Family,,,,,10 year old,dog,florida,girl,supermarket,English,USA,PG,6.4
Love & Basketball,Color,Drama,Romance,Sport,,,,,basketball movie,female basketball player,high school,nba,title directed by female,English,USA,PG013,7.2
Grosse Pointe Blank,Color,Action,Comedy,Crime,Romance,Thriller,,,assassin,high school,high school reunion,reunion,suburb,English,USA,R,7.4
All About Steve,Color,Comedy,Romance,,,,,,blind date,crossword puzzle,eccentric,fall,mine shaft,English,USA,PG013,4.8
Book of Shadows: Blair Witch 2,Color,Adventure,Fantasy,Horror,Mystery,Thriller,,,convenience store,digit in title,punctuation in title,violence,witch,English,USA,R,4
The Craft,Color,Drama,Fantasy,Horror,Thriller,,,,coven,occult,outcast,spell,witch,English,USA,R,6.2
Match Point,Color,Drama,Romance,Thriller,,,,,extramarital affair,infidelity,irony of fate,surprise ending,tennis,English,UK,R,7.7
Ramona and Beezus,Color,Adventure,Comedy,Family,Fantasy,,,,aunt,cat,death of pet,girl,no opening credits,English,USA,G,6.7
The Remains of the Day,Color,Drama,Romance,,,,,,butler,housekeeper,manor,servant,service,English,UK,PG,7.9
Boogie Nights,Color,Drama,,,,,,,1970s,adult entertainment industry,nightclub,porn industry,san fernando valley california,English,USA,R,7.9
Nowhere to Run,Color,Action,Crime,Drama,Romance,Thriller,,,business,escaped convict,farm,motorcycle,widow,English,USA,R,5.5
Flicka,Color,Adventure,Drama,Family,,,,,father son relationship,horse,horse ranch,ranch,wild mustang,English,USA,PG,6.2
The Hills Have Eyes II,Color,Horror,,,,,,,desert,fight,hill,murder,mutant,English,USA,R,5.1
Urban Legends: Final Cut,Color,Horror,Mystery,Thriller,,,,,film set,movie set,sequel,slow motion,urban legend,English,USA,R,4.1
Tuck Everlasting,Color,Drama,Family,Fantasy,Romance,,,,fountain of youth,immortality,secret,woods,young man,English,USA,PG,6.7
The Marine,Color,Action,Drama,Thriller,,,,,beating,marine,muscleman,tied up,tough guy,English,USA,PG013,4.7
Keanu,Color,Action,Comedy,,,,,,car chase,gangsta,gun fight,hitman,kitten,English,USA,R,6.4
Country Strong,Color,Drama,Music,,,,,,country music,panties,pink panties,relapse,songwriter,English,Official site,PG013,6.3
Disturbing Behavior,Color,Horror,Mystery,Sci0Fi,Thriller,,,,blue ribbon,high school,jacket,jock,yogurt,English,Australia,R,5.5
The Place Beyond the Pines,Color,Crime,Drama,Thriller,,,,,bank,carnival,motorcycle,police,rookie cop,English,USA,R,7.3
The November Man,Color,Action,Crime,Thriller,,,,,critically bashed,premarital sex,sex scene,sex standing up,stripper,English,USA,R,6.3
Eye of the Beholder,Color,Drama,Mystery,Thriller,,,,,chicago illinois,false identity,femme fatale,new york city,spying,English,Canada,R,4.9
The Hurt Locker,Color,Drama,History,Thriller,War,,,,army,bomb,dangerous job,death,iraq,English,USA,R,7.6
Firestarter,Color,Action,Horror,Sci0Fi,Thriller,,,,captain,experiment,fire,psychic,secret government agency,English,USA,R,6
Killing Them Softly,Color,Crime,Thriller,,,,,,exploding car,hit by a car,poker game,punched in the face,shot to death,English,USA,R,6.2
A Most Wanted Man,Color,Crime,Drama,Thriller,,,,,intelligence,intelligence agency,secret service,surveillance camera,war on terror,English,UK,R,6.8
Freddy Got Fingered,Color,Comedy,,,,,,,animator,bamboo cane,cartoonist,sausage,slacker,English,USA,R,4.5
